CustomerKey;GeographyKey;CustomerAlternateKey;Title;FirstName;MiddleName;LastName;NameStyle;BirthDate;MaritalStatus;Suffix;Gender;EmailAddress;YearlyIncome;TotalChildren;NumberChildrenAtHome;EnglishEducation;SpanishEducation;FrenchEducation;EnglishOccupation;SpanishOccupation;FrenchOccupation;HouseOwnerFlag;NumberCarsOwned;AddressLine1;AddressLine2;Phone;DateFirstPurchase;CommuteDistance
11470;177;AW00011470;NULL;Jay;C;Suarez;0;25-09-1973;S;NULL;M;jay49@adventure-works.com;20000;0;0;Partial High School;Educación secundaria (en curso);Niveau bac;Manual;Obrero;Ouvrier;0;2;Heidestieg Straße 8664;NULL;1 (11) 500 555-0195;25-07-2006;0-1 Miles
11471;207;AW00011471;NULL;Latasha;NULL;Suarez;0;25-09-1973;S;NULL;F;latasha19@adventure-works.com;30000;0;0;Partial College;Estudios universitarios (en curso);Baccalauréat;Clerical;Administrativo;Employé;1;1;29, avenue de la Gare;NULL;1 (11) 500 555-0180;18-11-2007;2-5 Miles
11472;24;AW00011472;NULL;Kenneth;NULL;Kumar;0;03-04-1963;S;NULL;M;kenneth7@adventure-works.com;60000;3;2;Bachelors;Licenciatura;Bac + 4;Professional;Profesional;Cadre;1;2;7815 Driftwood Drive;NULL;1 (11) 500 555-0153;26-01-2006;5-10 Miles
11473;221;AW00011473;NULL;Grace;M;Henderson;0;02-08-1980;S;NULL;F;grace52@adventure-works.com;20000;0;0;Partial High School;Educación secundaria (en curso);Niveau bac;Manual;Obrero;Ouvrier;0;2;1039, rue Mazagran;NULL;1 (11) 500 555-0164;04-12-2007;1-2 Miles
11474;265;AW00011474;NULL;Melvin;A;Xu;0;22-02-1980;S;NULL;M;melvin5@adventure-works.com;20000;0;0;Partial High School;Educación secundaria (en curso);Niveau bac;Manual;Obrero;Ouvrier;1;2;4092 Folson Drive;NULL;1 (11) 500 555-0113;29-03-2008;1-2 Miles
11475;251;AW00011475;NULL;Cesar;L;Subram;0;09-10-1978;S;NULL;M;cesar12@adventure-works.com;30000;0;0;High School;Educación secundaria;Bac + 2;Manual;Obrero;Ouvrier;0;1;8778 So. Silver Spring;NULL;1 (11) 500 555-0118;25-10-2007;1-2 Miles
11476;241;AW00011476;NULL;Erika;K;Navarro;0;17-11-1974;M;NULL;F;erika7@adventure-works.com;40000;1;1;Bachelors;Licenciatura;Bac + 4;Skilled Manual;Obrero especializado;Technicien;1;0;37 Amaranth Way;NULL;1 (11) 500 555-0145;04-05-2008;1-2 Miles
11477;127;AW00011477;NULL;Tristan;NULL;Hughes;0;25-06-1973;S;NULL;M;tristan12@adventure-works.com;30000;0;0;High School;Educación secundaria;Bac + 2;Manual;Obrero;Ouvrier;0;1;Platz des Landtags 33;NULL;1 (11) 500 555-0121;28-03-2008;1-2 Miles
11478;218;AW00011478;NULL;Billy;C;Hernandez;0;25-02-1973;S;NULL;M;billy5@adventure-works.com;30000;0;0;High School;Educación secundaria;Bac + 2;Manual;Obrero;Ouvrier;0;1;570, avenue des Champs-Elysées;NULL;1 (11) 500 555-0121;21-10-2007;2-5 Miles
11479;182;AW00011479;NULL;Darryl;L;Wu;0;22-04-1973;M;NULL;M;darryl6@adventure-works.com;40000;1;1;Bachelors;Licenciatura;Bac + 4;Skilled Manual;Obrero especializado;Technicien;1;0;52, rue de Berri;NULL;1 (11) 500 555-0180;08-06-2007;1-2 Miles
11480;224;AW00011480;NULL;Colleen;A;Ma;0;11-03-1973;M;NULL;F;colleen16@adventure-works.com;40000;1;1;Bachelors;Licenciatura;Bac + 4;Skilled Manual;Obrero especializado;Technicien;1;0;2, place Beaubernard;NULL;1 (11) 500 555-0160;28-06-2007;1-2 Miles
11481;156;AW00011481;NULL;Erica;NULL;Hu;0;23-05-1973;M;NULL;F;erica19@adventure-works.com;40000;1;1;Bachelors;Licenciatura;Bac + 4;Skilled Manual;Obrero especializado;Technicien;1;0;Am Gallberg 46;Einkaufsabteilung;1 (11) 500 555-0117;30-07-2006;1-2 Miles
11482;272;AW00011482;NULL;Adrienne;C;Torres;0;19-07-1972;S;NULL;F;adrienne8@adventure-works.com;30000;0;0;High School;Educación secundaria;Bac + 2;Manual;Obrero;Ouvrier;0;1;9684 La Vista Avenue;NULL;1 (11) 500 555-0120;11-03-2006;1-2 Miles
11483;199;AW00011483;NULL;Calvin;E;Chande;0;22-05-1972;M;NULL;M;calvin13@adventure-works.com;40000;1;1;Bachelors;Licenciatura;Bac + 4;Skilled Manual;Obrero especializado;Technicien;1;1;9, rue de l´Avenir;NULL;1 (11) 500 555-0197;25-06-2007;0-1 Miles
11484;171;AW00011484;NULL;Erick;L;Sai;0;06-03-1972;S;NULL;M;erick5@adventure-works.com;40000;2;2;Partial College;Estudios universitarios (en curso);Baccalauréat;Clerical;Administrativo;Employé;1;0;Hauptstr 6057;NULL;1 (11) 500 555-0161;05-07-2006;0-1 Miles
11485;237;AW00011485;NULL;Donald;NULL;Chandra;0;07-08-1972;M;NULL;M;donald4@adventure-works.com;40000;2;2;Partial College;Estudios universitarios (en curso);Baccalauréat;Clerical;Administrativo;Employé;0;0;1644 Alicante Court;NULL;1 (11) 500 555-0191;17-03-2006;0-1 Miles
11486;117;AW00011486;NULL;Ariana;F;Rogers;0;25-05-1971;S;NULL;F;ariana17@adventure-works.com;10000;0;0;Partial High School;Educación secundaria (en curso);Niveau bac;Manual;Obrero;Ouvrier;1;2;Königstr 381;NULL;1 (11) 500 555-0118;27-05-2008;1-2 Miles
11487;186;AW00011487;NULL;Morgan;C;Jones;0;09-07-1971;S;NULL;F;morgan26@adventure-works.com;10000;0;0;Partial High School;Educación secundaria (en curso);Niveau bac;Manual;Obrero;Ouvrier;0;2;55, impasse Notre-Dame;NULL;1 (11) 500 555-0155;17-06-2008;1-2 Miles
11488;256;AW00011488;NULL;Jermaine;NULL;Lopez;0;21-09-1971;S;NULL;M;jermaine15@adventure-works.com;20000;0;0;Partial High School;Educación secundaria (en curso);Niveau bac;Manual;Obrero;Ouvrier;1;2;5456 Old Oak Drive;NULL;1 (11) 500 555-0181;30-04-2006;1-2 Miles
11489;262;AW00011489;NULL;Deborah;S;Goel;0;07-03-1971;S;NULL;F;deborah21@adventure-works.com;20000;0;0;Partial High School;Educación secundaria (en curso);Niveau bac;Manual;Obrero;Ouvrier;0;2;3670 All Ways Drive;NULL;1 (11) 500 555-0168;30-04-2006;1-2 Miles
11490;217;AW00011490;NULL;Danny;NULL;Rubio;0;06-01-1971;S;NULL;M;danny22@adventure-works.com;20000;0;0;Partial High School;Educación secundaria (en curso);Niveau bac;Manual;Obrero;Ouvrier;0;2;5, avenue de la Gare;NULL;1 (11) 500 555-0122;06-10-2007;0-1 Miles
11491;255;AW00011491;NULL;Andre;NULL;Perez;0;06-04-1971;M;NULL;M;andre20@adventure-works.com;20000;0;0;Partial High School;Educación secundaria (en curso);Niveau bac;Manual;Obrero;Ouvrier;0;2;70 Tobi Drive;NULL;1 (11) 500 555-0112;10-05-2006;0-1 Miles
11492;115;AW00011492;NULL;Terrence;C;Chander;0;19-11-1971;S;NULL;M;terrence16@adventure-works.com;30000;0;0;High School;Educación secundaria;Bac + 2;Manual;Obrero;Ouvrier;0;1;Reiherweg 5014;NULL;1 (11) 500 555-0155;14-08-2006;2-5 Miles
11493;255;AW00011493;NULL;Dawn;T;Wu;0;02-12-1970;S;NULL;F;dawn8@adventure-works.com;40000;2;2;Partial College;Estudios universitarios (en curso);Baccalauréat;Clerical;Administrativo;Employé;1;0;6344 St Paul Way;NULL;1 (11) 500 555-0139;17-05-2006;1-2 Miles
11494;267;AW00011494;NULL;Jimmy;M;Gutierrez;0;28-07-1970;S;NULL;M;jimmy14@adventure-works.com;40000;2;2;Partial College;Estudios universitarios (en curso);Baccalauréat;Clerical;Administrativo;Employé;1;0;9627 N. Civic Drive;NULL;1 (11) 500 555-0112;25-06-2006;1-2 Miles
11495;154;AW00011495;NULL;Francis;NULL;Jimenez;0;04-09-1971;S;NULL;M;francis3@adventure-works.com;40000;2;2;Partial College;Estudios universitarios (en curso);Baccalauréat;Clerical;Administrativo;Employé;1;1;Curieweg 3991;NULL;1 (11) 500 555-0143;28-04-2008;1-2 Miles
11496;272;AW00011496;NULL;Gary;NULL;Ortega;0;17-10-1970;S;NULL;M;gary31@adventure-works.com;40000;2;2;Partial College;Estudios universitarios (en curso);Baccalauréat;Clerical;Administrativo;Employé;1;2;5009 Grasswood Circle;NULL;1 (11) 500 555-0197;02-06-2006;0-1 Miles
11497;261;AW00011497;NULL;Katrina;R;Nath;0;26-11-1970;S;NULL;F;katrina17@adventure-works.com;40000;2;2;Partial College;Estudios universitarios (en curso);Baccalauréat;Clerical;Administrativo;Employé;1;2;8874 Folson Drive;NULL;1 (11) 500 555-0154;07-05-2008;1-2 Miles
11498;49;AW00011498;NULL;Arturo;C;Sun;0;15-01-1974;S;NULL;M;arturo14@adventure-works.com;40000;3;3;Partial College;Estudios universitarios (en curso);Baccalauréat;Clerical;Administrativo;Employé;1;2;4023 Jasper Court;NULL;694-555-0114;01-09-2007;1-2 Miles
11499;311;AW00011499;NULL;Pedro;A;Vance;0;14-11-1974;S;NULL;M;pedro4@adventure-works.com;40000;3;3;Partial College;Estudios universitarios (en curso);Baccalauréat;Clerical;Administrativo;Employé;1;2;4438 Chrislend Court;NULL;149-555-0132;08-10-2007;1-2 Miles
11500;52;AW00011500;NULL;Sarah;V;Simmons;0;18-09-1974;S;NULL;F;sarah40@adventure-works.com;40000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;1;0;1005 Valley Oak Plaza;NULL;579-555-0169;04-08-2007;0-1 Miles
11501;49;AW00011501;NULL;Brandy;P;Chandra;0;07-07-1975;S;NULL;F;brandy20@adventure-works.com;40000;3;3;Partial College;Estudios universitarios (en curso);Baccalauréat;Clerical;Administrativo;Employé;1;2;7089 Monti Circle;NULL;323-555-0162;28-09-2007;1-2 Miles
11502;63;AW00011502;NULL;Jared;NULL;Peterson;0;07-03-1975;S;NULL;M;jared8@adventure-works.com;40000;4;4;Partial College;Estudios universitarios (en curso);Baccalauréat;Clerical;Administrativo;Employé;1;1;6878 Dublin;NULL;879-555-0159;03-08-2007;0-1 Miles
11503;312;AW00011503;NULL;Dennis;G;Wu;0;13-10-1930;M;NULL;M;dennis8@adventure-works.com;50000;1;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;1;0;9810 Rishell Ct.;NULL;724-555-0194;27-11-2007;1-2 Miles
11504;315;AW00011504;NULL;Jordan;P;Baker;0;20-04-1931;M;NULL;F;jordan45@adventure-works.com;40000;1;0;Bachelors;Licenciatura;Bac + 4;Skilled Manual;Obrero especializado;Technicien;1;1;3427 B Wildbrook Ct.;NULL;138-555-0117;02-11-2007;0-1 Miles
11505;43;AW00011505;NULL;Jasmine;A;Powell;0;07-07-1966;S;NULL;F;jasmine48@adventure-works.com;60000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;1;0;5684 San Marino Ct.;NULL;847-555-0156;26-08-2007;1-2 Miles
11506;60;AW00011506;NULL;Nicholas;S;Brown;0;17-05-1966;S;NULL;M;nicholas6@adventure-works.com;60000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;0;0;2813 Dew Drop Circle;NULL;883-555-0144;09-09-2007;0-1 Miles
11507;69;AW00011507;NULL;Isabella;A;Russell;0;20-11-1966;S;NULL;F;isabella30@adventure-works.com;60000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;1;0;2427 Pastime Dr;NULL;168-555-0190;21-08-2007;1-2 Miles
11508;626;AW00011508;NULL;Elizabeth;R;Wilson;0;07-07-1966;S;NULL;F;elizabeth11@adventure-works.com;60000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;1;0;1144 N. Jackson Way;NULL;469-555-0110;03-11-2007;1-2 Miles
11509;347;AW00011509;NULL;Roger;NULL;Harui;0;26-07-1953;M;NULL;F;roger4@adventure-works.com;30000;1;0;Bachelors;Licenciatura;Bac + 4;Skilled Manual;Obrero especializado;Technicien;1;1;3989 Tice Valley Blvd.;NULL;731-555-0184;30-01-2008;5-10 Miles
11510;54;AW00011510;NULL;Seth;H;Roberts;0;13-07-1953;M;NULL;M;seth40@adventure-works.com;30000;1;0;Bachelors;Licenciatura;Bac + 4;Skilled Manual;Obrero especializado;Technicien;1;1;5989 Concord Ave;NULL;199-555-0147;13-09-2007;1-2 Miles
11511;543;AW00011511;NULL;Caleb;NULL;Perry;0;14-06-1953;M;NULL;M;caleb4@adventure-works.com;30000;1;0;Bachelors;Licenciatura;Bac + 4;Skilled Manual;Obrero especializado;Technicien;1;1;2324 Cherry Street;NULL;786-555-0137;14-09-2007;2-5 Miles
11512;59;AW00011512;NULL;Natalie;L;Campbell;0;13-08-1954;S;NULL;F;natalie50@adventure-works.com;20000;3;0;Partial High School;Educación secundaria (en curso);Niveau bac;Manual;Obrero;Ouvrier;1;2;3481 Broadmoor Drive;NULL;178-555-0147;30-06-2008;1-2 Miles
11513;62;AW00011513;NULL;Alyssa;A;Howard;0;27-09-1954;S;NULL;F;alyssa38@adventure-works.com;20000;3;0;Partial High School;Educación secundaria (en curso);Niveau bac;Manual;Obrero;Ouvrier;0;2;5780 Conifer Terrace;NULL;805-555-0188;10-12-2007;1-2 Miles
11514;642;AW00011514;NULL;Dalton;NULL;Diaz;0;20-04-1954;M;NULL;M;dalton67@adventure-works.com;30000;1;0;High School;Educación secundaria;Bac + 2;Clerical;Administrativo;Employé;1;1;8033 Danesta Dr.;NULL;994-555-0158;26-12-2007;2-5 Miles
11515;301;AW00011515;NULL;Shannon;H;Huang;0;25-02-1954;M;NULL;F;shannon6@adventure-works.com;30000;1;0;High School;Educación secundaria;Bac + 2;Clerical;Administrativo;Employé;1;1;4679 Duke Way;NULL;458-555-0116;03-03-2006;2-5 Miles
11516;310;AW00011516;NULL;Mya;NULL;Gonzales;0;21-10-1954;M;NULL;F;mya17@adventure-works.com;30000;1;0;High School;Educación secundaria;Bac + 2;Clerical;Administrativo;Employé;1;1;8826 Fine Drive;NULL;211-555-0110;18-03-2006;2-5 Miles
11517;355;AW00011517;NULL;Katherine;A;Bryant;0;20-06-1954;M;NULL;F;katherine44@adventure-works.com;40000;1;0;Partial College;Estudios universitarios (en curso);Baccalauréat;Clerical;Administrativo;Employé;1;1;8761 Dancing Court;NULL;802-555-0135;28-12-2007;0-1 Miles
11518;545;AW00011518;NULL;Edward;NULL;Washington;0;10-05-1955;M;NULL;M;edward62@adventure-works.com;40000;1;0;Partial College;Estudios universitarios (en curso);Baccalauréat;Clerical;Administrativo;Employé;1;1;2747 Carmel Dr.;NULL;446-555-0170;29-04-2008;0-1 Miles
11519;49;AW00011519;NULL;Jerome;B;Navarro;0;17-03-1955;M;NULL;M;jerome8@adventure-works.com;40000;1;0;Partial College;Estudios universitarios (en curso);Baccalauréat;Clerical;Administrativo;Employé;1;1;9537 Ridgewood Drive;NULL;934-555-0191;14-09-2007;1-2 Miles
11520;60;AW00011520;NULL;Jada;A;Morgan;0;11-04-1955;M;NULL;F;jada14@adventure-works.com;40000;1;0;Partial College;Estudios universitarios (en curso);Baccalauréat;Clerical;Administrativo;Employé;1;1;8394 Lincoln Drive;NULL;160-555-0131;26-08-2007;0-1 Miles
11521;644;AW00011521;NULL;Ariana;NULL;Peterson;0;09-12-1955;M;NULL;F;ariana4@adventure-works.com;40000;1;0;Partial College;Estudios universitarios (en curso);Baccalauréat;Clerical;Administrativo;Employé;1;1;9052 Blue Ridge Dr;NULL;298-555-0145;06-09-2007;0-1 Miles
11522;546;AW00011522;NULL;Christian;J;Hughes;0;23-12-1955;M;NULL;M;christian26@adventure-works.com;80000;5;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;1;0;3279 W 46th St;NULL;231-555-0168;06-03-2006;0-1 Miles
11523;54;AW00011523;NULL;Lucas;V;Taylor;0;10-08-1956;M;NULL;M;lucas22@adventure-works.com;40000;1;0;Partial College;Estudios universitarios (en curso);Baccalauréat;Clerical;Administrativo;Employé;1;1;2328 California Street;NULL;149-555-0146;19-08-2007;0-1 Miles
11524;374;AW00011524;NULL;Alyssa;L;Jackson;0;23-01-1956;M;NULL;F;alyssa11@adventure-works.com;40000;1;0;Partial College;Estudios universitarios (en curso);Baccalauréat;Clerical;Administrativo;Employé;1;1;8752 Greenway Drive;NULL;398-555-0193;29-02-2008;1-2 Miles
11525;543;AW00011525;NULL;Ariana;NULL;Cook;0;09-01-1956;M;NULL;F;ariana19@adventure-works.com;40000;1;0;Partial College;Estudios universitarios (en curso);Baccalauréat;Clerical;Administrativo;Employé;1;1;869 Aspen Drive;NULL;160-555-0119;09-03-2006;0-1 Miles
11526;70;AW00011526;NULL;Katherine;P;Diaz;0;06-08-1956;M;NULL;F;katherine48@adventure-works.com;40000;1;0;Partial College;Estudios universitarios (en curso);Baccalauréat;Clerical;Administrativo;Employé;1;1;8160 Star Tree Court;NULL;147-555-0124;07-08-2007;1-2 Miles
11527;361;AW00011527;NULL;Jenna;J;Green;0;04-06-1956;M;NULL;F;jenna14@adventure-works.com;40000;1;0;Partial College;Estudios universitarios (en curso);Baccalauréat;Clerical;Administrativo;Employé;1;1;905 Johnson Road;NULL;961-555-0153;11-08-2007;1-2 Miles
11528;325;AW00011528;NULL;Joan;NULL;Washington;0;19-08-1957;M;NULL;F;joan7@adventure-works.com;40000;1;0;Partial College;Estudios universitarios (en curso);Baccalauréat;Clerical;Administrativo;Employé;1;1;2932 Esperanza Dr;NULL;732-555-0144;15-03-2006;1-2 Miles
11529;547;AW00011529;NULL;Austin;L;Bryant;0;16-11-1957;M;NULL;M;austin14@adventure-works.com;40000;1;0;Partial College;Estudios universitarios (en curso);Baccalauréat;Clerical;Administrativo;Employé;1;1;786 Eastgate Ave;NULL;537-555-0113;27-03-2006;1-2 Miles
11530;54;AW00011530;NULL;Andrew;C;Martinez;0;26-07-1957;M;NULL;M;andrew24@adventure-works.com;40000;1;0;Partial College;Estudios universitarios (en curso);Baccalauréat;Clerical;Administrativo;Employé;1;1;3183 Trasher Road;NULL;226-555-0113;01-08-2007;1-2 Miles
11531;300;AW00011531;NULL;Nina;R;Yuan;0;07-01-1957;M;NULL;F;nina7@adventure-works.com;40000;1;0;Partial College;Estudios universitarios (en curso);Baccalauréat;Clerical;Administrativo;Employé;1;1;4851 Heights Ave.;NULL;568-555-0198;02-03-2006;0-1 Miles
11532;634;AW00011532;NULL;Lauren;NULL;Miller;0;26-02-1957;M;NULL;F;lauren24@adventure-works.com;40000;1;0;Partial College;Estudios universitarios (en curso);Baccalauréat;Clerical;Administrativo;Employé;1;1;6437 Brookview Dr.;NULL;827-555-0183;07-10-2007;1-2 Miles
11533;280;AW00011533;NULL;Ebony;E;Gill;0;21-07-1957;M;NULL;F;ebony35@adventure-works.com;40000;1;0;Partial College;Estudios universitarios (en curso);Baccalauréat;Clerical;Administrativo;Employé;1;1;3235 Mi Casa Court;NULL;327-555-0157;15-11-2007;1-2 Miles
11534;337;AW00011534;NULL;Cameron;M;Lewis;0;13-11-1958;S;NULL;M;cameron39@adventure-works.com;60000;4;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;1;0;7665 Terrace Road;NULL;199-555-0180;21-03-2006;1-2 Miles
11535;543;AW00011535;NULL;Devin;NULL;Nelson;0;03-07-1958;M;NULL;M;devin32@adventure-works.com;60000;4;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;1;0;2569 Webster Drive;NULL;256-555-0111;05-03-2006;0-1 Miles
11536;322;AW00011536;NULL;Logan;J;Chow;0;17-04-1958;M;NULL;M;logan25@adventure-works.com;60000;4;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;1;0;6024 Lacanda;NULL;545-555-0121;27-03-2006;1-2 Miles
11537;310;AW00011537;NULL;Dakota;NULL;Ross;0;24-03-1958;M;NULL;M;dakota3@adventure-works.com;60000;4;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;1;0;1024 Walnut Blvd.;NULL;186-555-0170;24-03-2006;0-1 Miles
11538;352;AW00011538;NULL;Nicole;B;Taylor;0;28-08-1959;S;NULL;F;nicole9@adventure-works.com;60000;4;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;0;0;112 Kathleen Drive;NULL;217-555-0170;19-03-2006;0-1 Miles
11539;311;AW00011539;NULL;Justin;NULL;Washington;0;22-08-1959;M;NULL;M;justin10@adventure-works.com;60000;4;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;1;0;6092 Chestnut;NULL;701-555-0175;26-03-2006;1-2 Miles
11540;312;AW00011540;NULL;Alberto;C;Navarro;0;28-01-1959;S;NULL;M;alberto11@adventure-works.com;60000;4;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;1;0;7615 Buena Vista;NULL;535-555-0131;16-03-2006;1-2 Miles
11541;547;AW00011541;NULL;Aidan;D;Ross;0;12-04-1959;S;NULL;M;aidan4@adventure-works.com;60000;4;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;0;0;2209 Sequoia Drive;NULL;154-555-0143;15-03-2006;0-1 Miles
11542;278;AW00011542;NULL;Alejandro;L;Tang;0;10-09-1968;S;NULL;M;alejandro30@adventure-works.com;20000;1;1;Partial College;Estudios universitarios (en curso);Baccalauréat;Manual;Obrero;Ouvrier;0;0;5545 Clemson Court;NULL;1 (11) 500 555-0124;12-11-2007;0-1 Miles
11543;201;AW00011543;NULL;Sheena;NULL;Chande;0;17-02-1968;M;NULL;F;sheena13@adventure-works.com;20000;1;1;Partial College;Estudios universitarios (en curso);Baccalauréat;Manual;Obrero;Ouvrier;1;1;9, rue des Vendangeurs;NULL;1 (11) 500 555-0178;23-06-2008;2-5 Miles
11544;127;AW00011544;NULL;Joel;A;Garcia;0;07-05-1968;M;NULL;M;joel14@adventure-works.com;30000;1;0;Bachelors;Licenciatura;Bac + 4;Clerical;Administrativo;Employé;1;0;Essener Straße 8;NULL;1 (11) 500 555-0159;29-02-2008;1-2 Miles
11545;200;AW00011545;NULL;Reginald;NULL;Dominguez;0;25-03-1968;M;NULL;M;reginald20@adventure-works.com;30000;1;0;Bachelors;Licenciatura;Bac + 4;Clerical;Administrativo;Employé;1;0;88, rue Georges-Clémenceau;NULL;1 (11) 500 555-0137;14-01-2008;0-1 Miles
11546;189;AW00011546;NULL;Christine;NULL;Chande;0;14-03-1968;M;NULL;F;christine10@adventure-works.com;30000;1;1;Bachelors;Licenciatura;Bac + 4;Clerical;Administrativo;Employé;1;0;522bis, rue des Peupliers;NULL;1 (11) 500 555-0179;05-06-2007;2-5 Miles
11547;201;AW00011547;NULL;Cindy;E;Sai;0;08-03-1968;M;NULL;F;cindy6@adventure-works.com;40000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Clerical;Administrativo;Employé;1;0;88, allée des Princes;NULL;1 (11) 500 555-0111;28-06-2007;0-1 Miles
11548;230;AW00011548;NULL;Raymond;NULL;Sanchez;0;12-10-1968;S;NULL;M;raymond21@adventure-works.com;40000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Clerical;Administrativo;Employé;1;0;2381 Tupelo Drive;NULL;1 (11) 500 555-0160;04-06-2006;0-1 Miles
11549;257;AW00011549;NULL;Crystal;J;Liang;0;06-09-1968;M;NULL;F;crystal17@adventure-works.com;40000;0;0;Bachelors;Licenciatura;Bac + 4;Clerical;Administrativo;Employé;1;0;5077 Bannock Ct.;NULL;1 (11) 500 555-0120;23-06-2006;0-1 Miles
11550;263;AW00011550;NULL;Deb;NULL;Torres;0;08-08-1968;S;NULL;F;deb4@adventure-works.com;40000;0;0;Bachelors;Licenciatura;Bac + 4;Clerical;Administrativo;Employé;1;0;7553 Harness Circle;NULL;1 (11) 500 555-0125;23-07-2006;0-1 Miles
11551;215;AW00011551;NULL;Shannon;NULL;Alvarez;0;25-05-1967;S;NULL;M;shannon26@adventure-works.com;10000;3;3;High School;Educación secundaria;Bac + 2;Manual;Obrero;Ouvrier;1;1;268, avenue de l´Europe;NULL;1 (11) 500 555-0159;02-09-2007;0-1 Miles
11552;135;AW00011552;NULL;Eddie;L;Rubio;0;27-05-1967;S;NULL;M;eddie21@adventure-works.com;20000;1;1;Partial College;Estudios universitarios (en curso);Baccalauréat;Manual;Obrero;Ouvrier;0;1;Heiderplatz 662;NULL;1 (11) 500 555-0159;09-07-2008;1-2 Miles
11553;266;AW00011553;NULL;Sharon;D;Luo;0;09-09-1967;M;NULL;F;sharon12@adventure-works.com;20000;1;1;Partial College;Estudios universitarios (en curso);Baccalauréat;Manual;Obrero;Ouvrier;1;1;6804 Coldwater Drive;NULL;1 (11) 500 555-0118;23-02-2008;2-5 Miles
11554;224;AW00011554;NULL;Sydney;NULL;Simmons;0;28-09-1926;S;NULL;F;sydney37@adventure-works.com;10000;4;0;High School;Educación secundaria;Bac + 2;Manual;Obrero;Ouvrier;1;2;88, avenue de l´ Union Centrale;NULL;1 (11) 500 555-0198;09-11-2007;0-1 Miles
11555;237;AW00011555;NULL;Alexandria;R;Henderson;0;08-07-1926;M;NULL;F;alexandria5@adventure-works.com;40000;1;0;Bachelors;Licenciatura;Bac + 4;Clerical;Administrativo;Employé;1;0;11, rue de la Cavalerie;NULL;1 (11) 500 555-0182;09-11-2007;0-1 Miles
11556;271;AW00011556;NULL;Lucas;J;Evans;0;14-05-1967;M;NULL;M;lucas10@adventure-works.com;20000;1;1;Partial College;Estudios universitarios (en curso);Baccalauréat;Manual;Obrero;Ouvrier;1;1;3663 A St.;NULL;1 (11) 500 555-0153;23-06-2008;2-5 Miles
11557;278;AW00011557;NULL;Felicia;NULL;Ramos;0;15-01-1967;S;NULL;F;felicia16@adventure-works.com;30000;1;1;Bachelors;Licenciatura;Bac + 4;Clerical;Administrativo;Employé;0;0;9557 Steven Circle;NULL;1 (11) 500 555-0191;09-02-2008;1-2 Miles
11558;276;AW00011558;NULL;Ivan;E;Malhotra;0;22-08-1967;S;NULL;M;ivan3@adventure-works.com;30000;1;1;Bachelors;Licenciatura;Bac + 4;Clerical;Administrativo;Employé;0;0;5086 Nottingham Place;NULL;1 (11) 500 555-0198;02-06-2008;0-1 Miles
11559;161;AW00011559;NULL;Frederick;M;Subram;0;16-12-1967;S;NULL;M;frederick12@adventure-works.com;30000;1;1;Bachelors;Licenciatura;Bac + 4;Clerical;Administrativo;Employé;0;1;Rotthäuser Weg 636;NULL;1 (11) 500 555-0111;01-06-2008;0-1 Miles
11560;248;AW00011560;NULL;Whitney;NULL;Srini;0;13-08-1967;S;NULL;F;whitney7@adventure-works.com;30000;1;1;Bachelors;Licenciatura;Bac + 4;Clerical;Administrativo;Employé;0;1;7341 Rockne Drive;NULL;1 (11) 500 555-0115;05-06-2008;1-2 Miles
11561;159;AW00011561;NULL;Briana;NULL;Dominguez;0;24-07-1966;S;NULL;F;briana12@adventure-works.com;10000;5;5;Partial High School;Educación secundaria (en curso);Niveau bac;Manual;Obrero;Ouvrier;1;2;Hüttenstr 7005;NULL;1 (11) 500 555-0166;22-08-2006;0-1 Miles
